年,週番号,開始日,終了日,保健所,インフルエンザ,RSウイルス感染症,咽頭結膜熱,Ａ群溶血性レンサ球菌咽頭炎,感染性胃腸炎,水痘,手足口病,伝染性紅斑,突発性発しん,百日咳,ヘルパンギ｜ナ,流行性耳下腺炎,不明発しん症,川崎病,急性出血性結膜炎,流行性角結膜炎,細菌性髄膜炎*,無菌性髄膜炎,マイコプラズマ肺炎,クラミジア肺炎(オウム病は除く),感染性胃腸炎／ロタウイルス,インフルエンザ入院,新型コロナウイルス感染症／COVID|19,COVID|19入院,急性呼吸器感染症／ARI
2021,18,2021-05-03,2021-05-09,足立,,,0.08,,1.08,0.15,,,0.31,,,0.08,,0.08,,,,,,,,,,,
2021,18,2021-05-03,2021-05-09,葛飾区,,,,,1.63,,,,0.5,,,,,,,,,,,,,,,,
2021,18,2021-05-03,2021-05-09,江戸川,,,0.08,,1.42,,,,0.5,,,,,,,,,,,,,,,,
2021,18,2021-05-03,2021-05-09,八王子市,,0.3,0.2,0.2,2.7,0.1,,,0.2,,,0.2,,,,,,,,,,,,,
2021,18,2021-05-03,2021-05-09,町田市,,0.25,,0.63,2.0,,,,0.13,,,0.13,,,,,,,,,,,,,
2021,18,2021-05-03,2021-05-09,西多摩,,,0.25,,1.5,,,,0.25,,,,0.13,,,,,,,,,,,,
2021,18,2021-05-03,2021-05-09,南多摩,,0.11,,,1.33,0.11,,,0.44,,,,,,,,,,,,,,,,
2021,18,2021-05-03,2021-05-09,多摩立川,,0.07,0.07,0.07,1.07,,0.07,,0.5,,,,0.07,,,,,,,,,,,,
2021,18,2021-05-03,2021-05-09,多摩府中,,0.06,0.06,0.22,2.17,0.06,0.06,,0.17,,,0.06,0.06,,,0.33,0.67,,,,,,,,
2021,18,2021-05-03,2021-05-09,多摩小平,,,0.21,0.36,1.79,0.14,0.07,,0.5,,,,,,,,,,,,,,,,
2021,18,2021-05-03,2021-05-09,島しょ,,,,,,,,,,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,報告数/定点数,,0.37,0.19,0.3,4.46,0.11,0.06,0.03,0.47,,0.02,0.07,0.02,0.02,,0.18,,0.04,,,,,,,
2021,19,2021-05-10,2021-05-16,千代田,,,,,,,0.67,,0.33,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,中央区,,,,,7.33,0.67,0.33,0.33,1.33,,,,,,,2.0,,,,,,,,,
2021,19,2021-05-10,2021-05-16,みなと,,1.33,,,1.5,0.17,,,0.33,,,,,0.33,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,新宿区,,,0.14,0.29,3.0,,,,0.43,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,文京,,,,0.25,5.5,,,,0.75,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,台東,,,2.25,0.25,9.25,,0.25,,1.25,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,墨田区,,1.4,0.2,,0.8,,0.2,,0.2,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,江東区,,0.11,,0.22,7.22,0.11,,,0.44,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,品川区,,0.88,,1.0,1.13,,0.13,,0.25,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,目黒区,,1.2,,,5.0,0.2,,,,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,大田区,,1.92,0.31,0.31,8.46,0.15,,0.08,0.54,,,0.08,0.08,0.08,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,世田谷,,0.33,0.07,,3.07,0.13,,,0.6,,,0.13,0.07,,,0.5,,0.5,,,,,,,
2021,19,2021-05-10,2021-05-16,渋谷区,,,0.25,,4.25,,,,0.25,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,中野区,,,,0.33,3.67,,0.17,,0.67,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,杉並,,,,,3.09,,0.27,,0.36,,0.09,0.09,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,池袋,,0.2,0.8,,1.6,,,,0.2,,0.4,,,,,1.0,,,,,,,,,
2021,19,2021-05-10,2021-05-16,北区,,,0.14,0.29,4.43,,,,1.0,,,,,,,1.0,,,,,,,,,
2021,19,2021-05-10,2021-05-16,荒川区,,4.25,0.25,,7.5,,,,0.75,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,板橋区,,,,0.1,3.9,0.1,,,0.1,,,0.1,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,練馬区,,0.08,0.08,0.92,6.92,,,0.08,0.38,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,足立,,0.23,0.08,0.08,4.92,0.38,,,0.38,,,0.23,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,葛飾区,,,,0.5,3.25,,0.5,0.25,0.13,,0.13,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,江戸川,,0.42,0.08,0.17,7.0,0.08,,,0.75,,,0.25,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,八王子市,,0.2,0.1,0.7,6.5,0.3,,,0.3,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,町田市,,0.13,,0.13,4.38,0.13,,0.25,0.25,,,0.13,,,,1.0,,,,,,,,,
2021,19,2021-05-10,2021-05-16,西多摩,,0.5,0.5,0.25,2.38,,,,0.38,,,,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,南多摩,,,0.22,0.22,3.67,0.56,,0.11,0.11,,,0.11,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,多摩立川,,,0.07,0.36,1.86,,0.07,,0.5,,,0.07,0.07,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,多摩府中,,0.11,0.44,0.33,5.11,0.11,,,0.61,,0.11,0.06,0.17,0.06,,0.33,,,,,,,,,
2021,19,2021-05-10,2021-05-16,多摩小平,,,0.5,0.86,4.43,0.07,0.07,,0.93,,,0.14,,,,,,,,,,,,,
2021,19,2021-05-10,2021-05-16,島しょ,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,報告数/定点数,0.0,0.85,0.16,0.34,4.36,0.13,0.08,0.03,0.57,,0.02,0.06,0.04,0.01,,0.11,0.08,,,,,,,,
2021,20,2021-05-17,2021-05-23,千代田,,0.33,,,,,,,0.67,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,中央区,,,,,7.0,,0.33,,1.67,,,,0.67,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,みなと,,3.17,,0.17,2.5,,,,0.33,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,新宿区,,,0.14,1.0,3.43,,,,0.43,,,0.14,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,文京,,0.25,,,3.0,0.25,,,1.0,,,0.5,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,台東,,,1.0,0.5,14.0,,,0.25,0.25,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,墨田区,,1.0,0.4,,2.2,,,,0.6,,,,0.2,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,江東区,,0.11,0.22,0.11,6.78,0.11,,0.11,0.44,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,品川区,,2.25,,0.25,4.38,,0.13,,0.63,,,0.13,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,目黒区,,3.2,,,6.2,0.4,,,0.2,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,大田区,,5.62,0.38,0.15,6.08,0.08,0.15,,0.69,,,0.31,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,世田谷,,0.31,0.13,0.06,3.88,0.25,0.06,0.06,0.25,,,,0.06,,,0.5,0.5,,,,,,,,
2021,20,2021-05-17,2021-05-23,渋谷区,,,,,3.75,,,,0.75,,,,,,,1.0,,,,,,,,,
2021,20,2021-05-17,2021-05-23,中野区,,0.33,,,4.33,,,,1.67,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,杉並,,0.09,,0.18,4.18,,0.09,0.09,0.09,,,,0.36,0.18,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,池袋,,0.8,1.2,,1.0,,0.8,,,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,北区,,,,0.29,2.86,0.14,,,1.29,,,,,,,2.0,,,,,,,,,
2021,20,2021-05-17,2021-05-23,荒川区,,2.75,,0.75,7.25,0.25,,,1.5,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,板橋区,,,,,2.6,0.1,,,0.2,,0.1,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,練馬区,,0.85,0.08,2.0,6.85,,,,0.46,,0.08,0.08,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,足立,,0.69,0.15,0.23,4.23,0.15,,,0.77,,0.08,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,葛飾区,,,,0.13,2.5,,0.38,,1.0,,0.25,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,江戸川,,1.17,0.08,0.42,5.5,,,,0.58,,,0.17,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,八王子市,,1.0,0.4,0.2,8.7,0.1,0.3,,0.3,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,町田市,,1.25,,1.38,3.0,0.25,0.13,0.13,0.13,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,西多摩,,,0.13,0.38,2.63,0.25,,,0.25,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,南多摩,,0.11,0.44,0.11,4.0,0.11,,,0.44,,,,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,多摩立川,,,0.07,0.07,2.0,0.14,,0.07,0.29,,,0.14,,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,多摩府中,0.03,0.37,0.05,0.16,3.84,0.47,0.16,0.05,0.74,,,0.11,0.05,,,,0.33,,,,,,,,
2021,20,2021-05-17,2021-05-23,多摩小平,,,0.29,0.64,3.93,0.21,,,1.07,,,,0.07,,,,,,,,,,,,
2021,20,2021-05-17,2021-05-23,島しょ,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,報告数/定点数,,1.43,0.24,0.34,4.1,0.11,0.06,0.02,0.56,,0.05,0.04,0.03,0.01,,0.16,,,,0.08,,,,,
2021,21,2021-05-24,2021-05-30,千代田,,,,,1.0,,0.33,,0.67,,,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,中央区,,0.67,,,5.67,,1.0,,0.33,,0.67,,,,,1.0,,,,,,,,,
2021,21,2021-05-24,2021-05-30,みなと,,7.83,0.17,,1.17,,,,0.5,,,,,,,,,,,1.0,,,,,
2021,21,2021-05-24,2021-05-30,新宿区,,0.71,0.14,0.29,3.14,,,,0.29,,,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,文京,,,,,4.25,,,,1.5,,,0.25,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,台東,,0.5,1.0,0.5,12.0,,0.75,,1.0,,0.5,0.25,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,墨田区,,0.8,0.4,,2.0,,,0.2,0.4,,,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,江東区,,0.78,0.33,0.33,5.11,,,,0.78,,,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,品川区,,4.5,,0.5,3.75,0.13,0.13,,0.38,,,,,,,1.0,,,,,,,,,
2021,21,2021-05-24,2021-05-30,目黒区,,5.2,,,3.2,,,0.4,0.2,,0.2,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,大田区,,5.54,0.46,0.15,5.46,0.15,0.23,,0.69,,,,0.08,0.08,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,世田谷,,1.07,0.2,,4.2,,,,0.33,,,,0.07,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,渋谷区,,4.25,,,3.0,,,,0.5,,,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,中野区,,1.5,0.17,0.17,5.17,,,,0.5,,,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,杉並,,,,0.45,4.0,,,0.09,0.64,,,0.09,0.18,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,池袋,,0.8,0.8,,1.6,,,,0.4,,1.0,,,,,1.0,,,,,,,,,
2021,21,2021-05-24,2021-05-30,北区,,,0.14,,1.71,0.14,,,1.71,,,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,荒川区,,3.25,,1.25,5.75,,,,0.5,,,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,板橋区,,0.2,,0.1,3.0,0.6,,,0.3,,0.1,,0.2,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,練馬区,,1.23,0.23,1.08,6.23,,,0.08,0.85,,,,,,,0.5,,,,,,,,,
2021,21,2021-05-24,2021-05-30,足立,,1.08,0.31,,4.38,0.08,,,0.69,,,0.08,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,葛飾区,,,,0.25,2.75,0.13,0.25,,0.25,,,,,,,,,,,1.0,,,,,
2021,21,2021-05-24,2021-05-30,江戸川,,3.25,0.17,0.33,4.67,0.33,,,0.67,,,,,0.08,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,八王子市,,0.6,0.3,0.6,7.5,0.1,,,0.5,,0.1,,,,,0.5,,,,,,,,,
2021,21,2021-05-24,2021-05-30,町田市,,1.38,,1.25,3.25,,,,0.38,,,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,西多摩,,0.13,0.38,0.25,2.63,0.38,0.13,,0.38,,,,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,南多摩,,0.67,1.11,0.44,3.78,0.11,0.11,,0.33,,,0.11,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,多摩立川,,0.07,,0.43,2.43,0.14,,,0.14,,,0.07,,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,多摩府中,,0.53,0.16,0.16,4.26,0.16,,,0.68,,0.05,0.05,0.05,0.05,,0.33,,,,,,,,,
2021,21,2021-05-24,2021-05-30,多摩小平,,0.14,0.5,0.79,4.29,0.14,0.07,0.07,0.71,,,0.14,0.14,,,,,,,,,,,,
2021,21,2021-05-24,2021-05-30,島しょ,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,報告数/定点数,,1.84,0.2,0.41,4.28,0.15,0.07,0.03,0.54,,0.05,0.06,0.05,0.01,,0.16,,,0.04,,,,,,
2021,22,2021-05-31,2021-06-06,千代田,,0.67,0.33,0.67,1.0,,,,,,,,,,,,,,0.5,,,,,,
2021,22,2021-05-31,2021-06-06,中央区,,9.0,,,10.0,,,,0.33,,,0.33,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,みなと,,12.33,,,2.83,0.17,,,0.67,,,,,0.17,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,新宿区,,1.29,0.43,0.57,3.0,,,,0.29,,,,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,文京,,1.25,0.25,,2.25,0.25,,,0.75,,,,,,,1.0,,,,,,,,,
2021,22,2021-05-31,2021-06-06,台東,,0.25,0.5,,13.0,0.25,0.25,,1.0,,0.25,,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,墨田区,,,,0.2,1.8,0.2,,,0.2,,,,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,江東区,,0.78,0.11,,7.33,0.11,0.22,,0.33,,,0.22,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,品川区,,3.25,,0.88,1.63,0.13,,,0.75,,,,,0.13,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,目黒区,,11.4,,0.2,4.6,0.4,0.2,0.6,0.2,,,0.2,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,大田区,,4.08,0.46,0.31,4.62,,0.08,,0.62,,,,0.08,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,世田谷,,0.93,0.07,0.27,3.4,0.33,,0.13,0.27,,0.07,0.13,0.07,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,渋谷区,,1.0,,,3.5,0.25,,,0.5,,,,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,中野区,,1.17,0.5,0.33,1.5,0.17,0.17,,1.17,,,,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,杉並,,0.36,0.09,0.18,3.64,,0.18,0.09,0.36,,,,0.27,0.09,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,池袋,,3.4,,0.2,1.4,,0.2,,,,1.0,,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,北区,,1.0,0.29,0.14,2.71,0.14,,,0.71,,,,0.14,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,荒川区,,8.33,,1.0,8.67,,,,3.0,,,0.33,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,板橋区,,0.6,0.1,,2.5,0.2,0.1,0.1,0.3,,,,,,,0.5,,,,,,,,,
2021,22,2021-05-31,2021-06-06,練馬区,,0.38,0.31,1.15,5.62,0.08,0.08,0.08,0.23,,,,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,足立,,0.92,0.46,0.31,4.85,0.08,0.08,,1.0,,0.08,,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,葛飾区,,,0.13,0.25,3.63,0.75,,,0.38,,,0.25,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,江戸川,,4.58,0.17,0.33,7.83,,0.08,,0.83,,,0.08,,,,0.5,,,,,,,,,
2021,22,2021-05-31,2021-06-06,八王子市,,1.6,0.5,0.6,8.4,,,,0.5,,0.3,,,,,1.0,,,,,,,,,
2021,22,2021-05-31,2021-06-06,町田市,,0.75,,1.63,4.38,,,,0.5,,,0.13,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,西多摩,,0.13,0.38,0.25,2.88,,0.13,,0.25,,,0.13,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,南多摩,,1.22,0.22,0.56,3.44,0.44,,,0.44,,,0.11,,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,多摩立川,,0.14,,0.5,2.5,,0.07,,0.14,,,,0.14,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,多摩府中,,0.37,0.21,0.21,4.26,0.32,0.11,,0.42,,0.05,0.05,0.21,,,0.33,,,,,,,,,
2021,22,2021-05-31,2021-06-06,多摩小平,,0.86,0.21,0.86,4.21,0.21,0.07,,1.36,,,0.07,0.14,,,,,,,,,,,,
2021,22,2021-05-31,2021-06-06,島しょ,,,,,,,,,,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,報告数/定点数,,2.54,0.23,0.41,4.08,0.13,0.14,0.02,0.43,,0.05,0.03,0.05,0.01,,0.19,,,,,0.04,,,,
2021,23,2021-06-07,2021-06-13,千代田,,0.33,,,0.67,,,,,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,中央区,,6.0,0.33,,9.0,,0.33,,0.33,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,みなと,,14.17,0.17,,2.33,,,,0.5,,,0.17,0.17,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,新宿区,,0.71,0.14,0.57,5.14,0.14,0.14,0.14,0.14,,,0.14,,0.14,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,文京,,0.25,,0.25,4.5,0.25,0.25,0.25,0.75,,,,,,,1.0,,,,,,,,,
2021,23,2021-06-07,2021-06-13,台東,,1.25,0.5,,20.75,0.25,,,1.25,,0.25,0.25,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,墨田区,,0.2,0.2,,2.4,,,,0.6,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,江東区,,1.44,0.11,0.11,4.33,,,,0.22,,,,,0.11,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,品川区,,7.25,,1.0,2.38,0.13,,,0.5,,0.13,0.13,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,目黒区,,7.4,,0.2,6.0,0.2,,,0.2,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,大田区,,6.0,0.54,0.46,5.31,,0.23,0.15,0.31,,,0.08,0.08,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,世田谷,,3.06,0.25,0.19,3.06,0.06,0.06,,0.31,,0.13,,0.06,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,渋谷区,,1.25,,,3.25,,,,0.25,,0.5,,0.25,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,中野区,,1.83,,,3.83,,0.33,,0.67,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,杉並,,0.73,0.36,0.18,2.55,0.09,0.36,0.09,0.55,,,,0.18,0.09,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,池袋,,1.8,,,2.8,0.2,0.6,,0.2,,0.6,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,北区,,0.57,0.43,,3.86,,,,1.14,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,荒川区,,5.75,,0.5,6.0,,,,0.75,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,板橋区,,0.9,0.2,,2.2,0.2,,0.1,0.4,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,練馬区,,2.15,0.15,1.31,4.15,0.15,0.31,,0.46,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,足立,,1.77,0.23,0.23,4.15,,0.08,,0.38,,0.15,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,葛飾区,,,,,5.75,,0.88,,0.13,,,0.13,0.13,,,1.0,,,,,,,,,
2021,23,2021-06-07,2021-06-13,江戸川,,8.08,0.25,0.58,6.33,0.25,,,0.17,,0.08,0.08,,,,0.5,,,,,,,,,
2021,23,2021-06-07,2021-06-13,八王子市,,2.36,0.73,0.27,5.18,0.27,,,0.64,,,0.09,,,,1.0,,,,,,,,,
2021,23,2021-06-07,2021-06-13,町田市,,0.75,,1.75,3.88,0.25,,,0.63,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,西多摩,,0.13,0.5,0.75,2.75,0.13,0.25,,0.38,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,南多摩,,2.11,0.22,0.44,3.67,0.22,0.22,,0.33,,,,,,,1.0,,,,,,,,,
2021,23,2021-06-07,2021-06-13,多摩立川,,0.71,0.43,0.43,1.79,0.07,,,0.21,,,,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,多摩府中,,0.76,0.06,0.24,2.88,0.47,0.12,,0.29,,,,0.35,,,0.33,,,,,0.33,,,,
2021,23,2021-06-07,2021-06-13,多摩小平,,0.86,0.21,0.93,4.0,0.07,0.21,,0.79,,0.07,0.07,,,,,,,,,,,,,
2021,23,2021-06-07,2021-06-13,島しょ,,,,,,,,,,,,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,報告数/定点数,,3.28,0.3,0.42,4.27,0.14,0.15,0.02,0.47,,0.03,0.08,0.02,0.02,,0.18,,,,0.04,,,,,
2021,24,2021-06-14,2021-06-20,千代田,,0.33,,,0.67,,,,0.33,,,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,中央区,,6.33,,,11.33,,2.0,,1.0,,,0.33,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,みなと,,17.17,0.17,,1.67,,,,0.17,,,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,新宿区,,0.86,0.29,0.71,3.86,0.14,0.43,,0.14,,0.14,0.14,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,文京,,2.0,0.25,0.5,2.0,0.25,0.5,,1.0,,,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,台東,,4.0,,0.25,16.0,0.25,,,0.5,,,0.25,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,墨田区,,0.8,,0.4,1.2,0.2,,,1.2,,,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,江東区,,5.0,0.33,0.33,6.0,0.44,,,,,0.11,,0.11,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,品川区,,3.75,0.5,0.13,3.13,,0.25,,0.13,,,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,目黒区,,6.8,0.2,,4.4,0.2,0.2,,0.2,,,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,大田区,,3.85,0.54,0.38,6.92,0.08,0.08,,0.54,,,0.15,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,世田谷,,3.5,0.38,1.13,2.69,0.13,0.19,,0.25,,,0.06,,,,0.5,,,,,,,,,
2021,24,2021-06-14,2021-06-20,渋谷区,,1.5,,,2.5,,,,0.25,,0.75,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,中野区,,1.33,,,4.0,,0.17,,0.33,,,,,0.17,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,杉並,,1.64,,0.09,3.64,0.09,0.09,0.18,0.09,,,,0.18,0.09,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,池袋,,5.25,0.5,,0.25,,,,0.5,,,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,北区,,4.29,0.29,0.29,1.57,0.29,,,0.57,,,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,荒川区,,12.0,,1.0,6.75,,,,0.75,,,0.25,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,板橋区,,1.5,0.1,0.1,2.8,,0.1,,0.2,,0.1,,,,,0.5,,,,,,,,,
2021,24,2021-06-14,2021-06-20,練馬区,,1.69,0.31,1.23,4.69,0.08,,,0.46,,,0.08,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,足立,,3.0,1.08,0.08,3.54,0.08,0.15,0.08,0.31,,0.08,,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,葛飾区,,0.63,,0.25,5.75,0.25,0.25,,0.75,,,,,,,1.0,,,,,,,,,
2021,24,2021-06-14,2021-06-20,江戸川,,8.17,0.17,0.75,4.17,,0.08,,0.67,,,0.17,,0.08,,0.5,,,,,,,,,
2021,24,2021-06-14,2021-06-20,八王子市,,5.0,1.0,0.27,7.73,0.18,,,0.36,,0.18,0.09,,,,1.0,,,,,,,,,
2021,24,2021-06-14,2021-06-20,町田市,,1.5,0.13,1.38,4.88,0.13,,,0.5,,,,,,,1.0,,,,,,,,,
2021,24,2021-06-14,2021-06-20,西多摩,,0.13,0.38,0.13,3.0,0.13,0.13,,0.5,,,0.13,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,南多摩,,4.11,0.22,,5.0,0.33,,0.11,0.78,,,0.11,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,多摩立川,,1.43,0.07,0.29,1.71,0.21,,,0.29,,,0.14,,,,,,,,,,,,,
2021,24,2021-06-14,2021-06-20,多摩府中,,0.79,0.26,0.11,3.58,0.21,0.42,,0.84,,,0.05,0.05,,,,,,,0.33,,,,,
2021,24,2021-06-14,2021-06-20,多摩小平,,2.0,0.36,1.0,6.57,0.14,0.36,0.07,0.86,,,0.29,,0.07,,,,,,,,,,,
